swaps_per_edge,seed,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
1.0,3,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.022637566137566137,0.0,0.0,0.03571428571428571,0.022965492874808622,65,1,1.0,0.0,0,0.0,0.0,6.0,5.993333333333333,11,0.3165340277777778,0.12666666666666668,0.14121212121212134,-0.008501426909459722,0.006626773451461504,0.013487022535315139
1.0,4,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.02270899470899471,0.0,0.0,0.03571428571428571,0.022965492874808622,65,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.32180763888888886,0.14666666666666667,0.1703030303030304,0.0015835873596350125,0.006669619795179017,0.012806088645530117
1.0,5,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.022309523809523807,0.0,0.022222222222222223,0.03571428571428571,0.02225886232481451,63,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,12,0.3146583333333333,0.11666666666666667,0.15000000000000013,-0.0012978452886777804,0.006610113716279327,0.014149171054500436
1.0,6,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.021960317460317458,0.0,0.0,0.03571428571428571,0.021905547049817453,62,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.31977777777777777,0.13666666666666666,0.20484848484848484,0.010227885304573194,0.006621011581814698,0.013210110803225913
1.0,7,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.015952380952380954,0.0,0.0,0.03571428571428571,0.015899187374867507,45,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.3147923611111111,0.14333333333333334,0.22424242424242435,-0.012823575881928617,0.006616145453280402,0.013106523055830358
1.0,8,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.021658730158730155,0.0,0.0,0.03571428571428571,0.021552231774820397,61,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.31605347222222224,0.11666666666666667,0.12181818181818183,-0.025790022799335947,0.006621474566531048,0.013137046803050596
1.0,9,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.025515873015873013,0.0,0.027777777777777776,0.03571428571428571,0.025792015074785065,73,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.3183736111111111,0.15,0.17399999999999993,0.013109317952886093,0.006682434346302347,0.01327587516756778
3.0,0,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.017986772486772485,0.0,0.0,0.03571428571428571,0.01801907902484984,51,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,11,0.3210013888888889,0.14,0.21212121212121215,-0.014264292206085062,0.006623608191154702,0.013152770592233748
3.0,1,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.02124867724867725,0.0,0.0,0.03571428571428571,0.02119891649982334,60,1,1.0,0.0,0,0.0,0.0,6.0,5.993333333333333,11,0.3236076388888889,0.15,0.17878787878787894,-0.027230739123492137,0.0066395555169958,0.01339211132394545
3.0,2,300,1200,0.026755852842809364,8.0,0.0973610120462327,0.048374999999999835,8.0,8.0,8.0,9.0,0.0231005291005291,0.0,0.011111111111111112,0.03571428571428571,0.022965492874808622,65,1,1.0,0.0,0,0.0,0.0,6.0,5.996666666666667,10,0.3241736111111111,0.16,0.16133333333333333,0.01599075060119854,0.006661199671177724,0.013610947364060912
