n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95,family,size,seed,generation_seed,analysis_seed
120,469,0.06568627450980392,7.816666666666666,0.3193955835068637,0.17963752665245214,6.0,8.0,10.0,12.0,0.057561003811003805,0.022222222222222223,0.05525030525030525,0.08333333333333333,0.05964715765891907,71,1,1.0,0.0,0,0.0,0.0,5.0,4.8,7,0.3123280945258478,0.275,0.24761904761904763,0.0328892241603219,0.013518180544584063,0.03365844302288396,Random,120,10,502155279,73271509
120,492,0.06890756302521009,8.2,0.31746379940112907,0.17762533875338749,6.0,8.0,10.0,13.0,0.05398342398342398,0.0,0.047619047619047616,0.08333333333333333,0.0577361357305647,76,1,1.0,0.0,0,0.0,0.0,5.0,4.891666666666667,7,0.29248050102452244,0.2,0.18571428571428572,-0.028987200036202778,0.012745834593206303,0.028807848637829835,Random,120,11,1457982267,1789210327
240,940,0.03277545327754533,7.833333333333333,0.3495453944735161,0.1932402482269504,6.0,8.0,10.0,13.0,0.0320266661443132,0.0,0.022222222222222223,0.047619047619047616,0.035231462515362556,86,3,0.9916666666666667,0.008333333333333333,1,0.0010638297872340426,0.004166666666666667,5.0,4.783333333333333,12,0.31745869171570845,0.15,0.33472222222222237,-0.0032993507607218197,0.007760660582900603,0.021328717932065876,Random,240,0,2641079728,1954714664
240,957,0.033368200836820086,7.975,0.3428125794338296,0.19376959247648906,6.0,8.0,10.0,13.0,0.029219576719576718,0.0,0.022222222222222223,0.047619047619047616,0.028526148969889066,72,1,1.0,0.0,1,0.0010449320794148381,0.004166666666666667,5.0,4.825,10,0.31344249980073136,0.14583333333333334,0.17416666666666658,0.024884704201817327,0.007818186781449271,0.020636662578525544,Random,240,1,641264692,910963161
240,964,0.03361227336122734,8.033333333333333,0.3330247132222203,0.18703751728907325,6.0,8.0,10.0,12.049999999999983,0.030993589743589744,0.0,0.022222222222222223,0.047619047619047616,0.032988611074748,84,1,1.0,0.0,0,0.0,0.0,5.0,4.816666666666666,11,0.32357505036070316,0.15833333333333333,0.20757575757575775,-0.030150153916296482,0.007675663400034735,0.020183379835396566,Random,240,2,1482143523,2483257324
240,955,0.03329846582984658,7.958333333333333,0.3499560408942427,0.19386998254799304,6.0,8.0,10.0,13.0,0.03681682764403352,0.0,0.027777777777777776,0.05555555555555555,0.036826821541710665,93,1,1.0,0.0,0,0.0,0.0,5.0,4.845833333333333,11,0.3276867410432828,0.125,0.14469696969696977,-0.008018664978051782,0.007532787403709271,0.020316660528765774,Random,240,3,1632736998,1546970977
240,988,0.034449093444909346,8.233333333333333,0.34735332111419676,0.19698886639676116,6.0,8.0,10.0,13.0,0.032505249380249374,0.0,0.027777777777777776,0.05454545454545454,0.034325787401574805,93,1,1.0,0.0,0,0.0,0.0,5.0,4.791666666666667,8,0.32299384107262863,0.17083333333333334,0.140625,0.007664156780056336,0.007734434290263053,0.021151413755898907,Random,240,4,3331064621,3165482173
240,945,0.03294979079497908,7.875,0.34075881512416384,0.1904320987654322,6.0,8.0,9.0,12.049999999999983,0.03113441433294374,0.0,0.022222222222222223,0.0520979020979021,0.03178915908164651,78,1,1.0,0.0,1,0.0010582010582010583,0.004166666666666667,5.0,4.804166666666666,11,0.3178835978835979,0.11666666666666667,0.10378787878787876,0.0022974069291688574,0.008099542026865292,0.02070745859029232,Random,240,5,2496357681,2110687006
240,948,0.03305439330543933,7.9,0.350071142844721,0.19764855836849504,6.0,8.0,10.0,13.0,0.03966935841935841,0.0,0.03571428571428571,0.05555555555555555,0.03861107387049202,96,1,1.0,0.0,1,0.0010548523206751054,0.004166666666666667,5.0,4.8,10,0.31679340472502626,0.125,0.12166666666666659,0.03102916590157866,0.007738154323339003,0.019069289888703215,Random,240,6,373782068,333928251
240,926,0.03228730822873082,7.716666666666667,0.37247471152598316,0.20627699784017284,6.0,7.0,10.0,13.0,0.03276417210240739,0.0,0.02007992007992008,0.047619047619047616,0.032866454028567464,79,1,1.0,0.0,2,0.0021598272138228943,0.008333333333333333,5.0,4.795833333333333,10,0.3312885725081518,0.1625,0.18499999999999983,-0.01686360695472764,0.007978464555477535,0.02177502713443191,Random,240,7,2485731592,4275965884
