mechanism,fraction,seed,signature_distance,n,m,density,mean_degree,degree_cv,degree_gini,degree_q25,degree_q50,degree_q75,degree_q95,clustering_mean,clustering_q25,clustering_q50,clustering_q75,transitivity,triangles,components,largest_component_fraction,isolate_fraction,bridges,bridge_fraction,articulation_fraction,core_max,core_mean,communities,modularity,largest_community_fraction,community_gini,assortativity,betweenness_mean,betweenness_q95
Uniform,0.2,11,5.800219903727911,300,999,0.022274247491638796,6.66,0.3554596697264364,0.19993660326993656,5.0,7.0,8.0,10.050000000000011,0.04327034077034076,0.0,0.0155011655011655,0.05555555555555555,0.03741339491916859,81,1,1.0,0.0,3,0.003003003003003003,0.01,5.0,4.523333333333333,4,0.473373774174575,0.26,0.026666666666666616,-0.05054837471089091,0.007770366904052513,0.02165175901765651
Uniform,0.3,0,9.43492804930482,300,874,0.019487179487179488,5.826666666666667,0.39844870390852366,0.22520594965675045,4.0,6.0,7.0,10.0,0.02718903318903319,0.0,0.0,0.03571428571428571,0.02804853789536503,47,1,1.0,0.0,6,0.006864988558352402,0.02,4.0,3.6866666666666665,5,0.4679077494252994,0.2633333333333333,0.17733333333333334,-0.006029085800579307,0.008318270790179154,0.02305189027320752
Uniform,0.3,1,9.581848214868877,300,874,0.019487179487179488,5.826666666666667,0.3758785856245684,0.21022120518688014,4.0,6.0,7.0,10.0,0.024290283790283793,0.0,0.0,0.047619047619047616,0.02976913730255164,49,1,1.0,0.0,4,0.004576659038901602,0.013333333333333334,4.0,3.6966666666666668,8,0.4674220685032649,0.23333333333333334,0.2941666666666667,-0.012767115605077121,0.008456190813912254,0.024109747568087023
Uniform,0.3,2,10.867621458898297,300,874,0.019487179487179488,5.826666666666667,0.4132066717425668,0.2343935926773455,4.0,6.0,8.0,10.0,0.02902960002960003,0.0,0.0,0.03995726495726496,0.030070754716981132,51,4,0.99,0.01,2,0.002288329519450801,0.006666666666666667,4.0,3.6,9,0.4721394571893867,0.23333333333333334,0.4770370370370369,-0.04377163533450768,0.008059034286996612,0.023334912866290584
Uniform,0.3,3,10.039898753054548,300,874,0.019487179487179488,5.826666666666667,0.3914883076891479,0.2170022883295193,4.0,6.0,7.0,10.0,0.030698153698153697,0.0,0.0,0.047619047619047616,0.032406481296259254,54,2,0.9966666666666667,0.0033333333333333335,5,0.005720823798627002,0.016666666666666666,4.0,3.72,8,0.463886808853793,0.25,0.36083333333333334,-0.010930753958705923,0.008414198282851153,0.024124968694027495
Uniform,0.3,4,9.774056010444264,300,874,0.019487179487179488,5.826666666666667,0.3856768792866532,0.21492372234935164,4.0,6.0,7.0,10.0,0.028770007770007773,0.0,0.0,0.044444444444444446,0.029541800643086816,49,2,0.9966666666666667,0.0033333333333333335,2,0.002288329519450801,0.006666666666666667,4.0,3.6933333333333334,7,0.45436235724122764,0.25,0.34190476190476193,-0.04368863097823701,0.008331032998658738,0.02278616189962243
Uniform,0.3,5,9.283405759363509,300,874,0.019487179487179488,5.826666666666667,0.37273087843081976,0.20942791762013724,4.0,6.0,7.0,9.0,0.03848821548821549,0.0,0.0,0.05454545454545454,0.0341047503045067,56,1,1.0,0.0,2,0.002288329519450801,0.006666666666666667,4.0,3.6966666666666668,6,0.4919417549445198,0.25666666666666665,0.23555555555555552,-0.05333162584183103,0.008459332471459389,0.02587314171211811
Uniform,0.3,6,10.521506635349036,300,874,0.019487179487179488,5.826666666666667,0.3967200536891411,0.22139969488939726,4.0,6.0,7.0,10.0,0.03263077663077663,0.0,0.0,0.047619047619047616,0.031075697211155377,52,2,0.9966666666666667,0.0033333333333333335,9,0.010297482837528604,0.03,4.0,3.68,10,0.4403096837706643,0.17666666666666667,0.2893333333333332,0.02500014759640603,0.008537965265492333,0.022241975098515422
Uniform,0.3,7,9.650992713641264,300,874,0.019487179487179488,5.826666666666667,0.3929901993115995,0.21975209763539283,4.0,6.0,7.0,10.0,0.031560735560735555,0.0,0.0,0.047619047619047616,0.03236763236763237,54,2,0.9966666666666667,0.0033333333333333335,4,0.004576659038901602,0.013333333333333334,4.0,3.66,8,0.44327940660526055,0.21333333333333335,0.27916666666666656,0.028665568202315635,0.008561556479826055,0.02496508897866861
Uniform,0.3,8,9.15712568213123,300,874,0.019487179487179488,5.826666666666667,0.3864398479260653,0.21586575133485875,4.0,6.0,7.0,10.0,0.025460798460798458,0.0,0.0,0.035876623376623375,0.027113878288813016,45,1,1.0,0.0,3,0.003432494279176201,0.01,4.0,3.7333333333333334,8,0.4474639863014416,0.18666666666666668,0.1625000000000001,0.006936479619490575,0.008376247180039735,0.02252408109750456
