atlas_id,n,m,degree_key,closure_key,extended_key
644,7,10,"(7, (1, 2, 3, 3, 3, 3, 5))","(7, (1, 2, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.4), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 3, 3, 3, 3), 1, 1)"
645,7,10,"(7, (1, 2, 3, 3, 3, 3, 5))","(7, (1, 2, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.4), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 3, 3, 3, 3, 3), 2, 1)"
646,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
647,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
648,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
649,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
650,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
651,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
652,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
653,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 3, 3, 3, 3), 1, 1)"
654,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 3, 3, 3, 3, 3), 2, 1)"
655,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
656,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
657,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
658,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
659,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 3, 3, 3, 3), 2, 1)"
660,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
661,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
662,7,10,"(7, (1, 2, 3, 3, 3, 4, 4))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 2, 3, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
663,7,10,"(7, (1, 3, 3, 3, 3, 3, 4))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
664,7,10,"(7, (1, 3, 3, 3, 3, 3, 4))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
665,7,10,"(7, (1, 3, 3, 3, 3, 3, 4))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2, 2), 1, 1)"
666,7,10,"(7, (1, 3, 3, 3, 3, 3, 4))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 3, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 3, 3, 3, 3, 3, 3), 1, 1)"
667,7,10,"(7, (1, 3, 3, 3, 3, 3, 4))","(7, (1, 3, 3, 3, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 3, 3, 3, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 3, 3, 3, 3, 3, 3), 1, 1)"
668,7,10,"(7, (2, 2, 2, 2, 2, 4, 6))","(7, (2, 2, 2, 2, 2, 4, 6), (np.float64(0.266666666667), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 4, 6), (np.float64(0.266666666667), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
669,7,10,"(7, (2, 2, 2, 2, 2, 5, 5))","(7, (2, 2, 2, 2, 2, 5, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 5, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
670,7,10,"(7, (2, 2, 2, 2, 2, 5, 5))","(7, (2, 2, 2, 2, 2, 5, 5), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 5, 5), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
671,7,10,"(7, (2, 2, 2, 2, 3, 3, 6))","(7, (2, 2, 2, 2, 3, 3, 6), (np.float64(0.266666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 3, 3, 6), (np.float64(0.266666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
