atlas_id,n,m,degree_key,closure_key,extended_key
353,7,7,"(7, (2, 2, 2, 2, 2, 2, 2))","(7, (2, 2, 2, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (2, 2, 2, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2, 2), 0, 1)"
354,7,7,"(7, (2, 2, 2, 2, 2, 2, 2))","(7, (2, 2, 2, 2, 2, 2, 2), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (2, 2, 2, 2, 2, 2, 2), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2, 2), 0, 2)"
355,7,8,"(7, (0, 0, 2, 3, 3, 4, 4))","(7, (0, 0, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 0, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 0, 2, 3, 3, 3, 3), 0, 3)"
356,7,8,"(7, (0, 0, 3, 3, 3, 3, 4))","(7, (0, 0, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 0, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 0, 3, 3, 3, 3, 3), 0, 3)"
357,7,8,"(7, (0, 1, 1, 3, 3, 3, 5))","(7, (0, 1, 1, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 1, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 1, 1, 3, 3, 3, 3), 2, 2)"
358,7,8,"(7, (0, 1, 1, 3, 3, 4, 4))","(7, (0, 1, 1, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 1, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)), (0, 1, 1, 3, 3, 3, 3), 2, 2)"
359,7,8,"(7, (0, 1, 2, 2, 2, 4, 5))","(7, (0, 1, 2, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
360,7,8,"(7, (0, 1, 2, 2, 3, 3, 5))","(7, (0, 1, 2, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
361,7,8,"(7, (0, 1, 2, 2, 3, 4, 4))","(7, (0, 1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
362,7,8,"(7, (0, 1, 2, 2, 3, 4, 4))","(7, (0, 1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
363,7,8,"(7, (0, 1, 2, 3, 3, 3, 4))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
364,7,8,"(7, (0, 1, 2, 3, 3, 3, 4))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
365,7,8,"(7, (0, 1, 2, 3, 3, 3, 4))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
366,7,8,"(7, (0, 1, 2, 3, 3, 3, 4))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 1, 1, 3, 3, 3, 3), 2, 2)"
367,7,8,"(7, (0, 1, 3, 3, 3, 3, 3))","(7, (0, 1, 3, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 1, 3, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 1, 2, 2, 2, 2, 2), 1, 2)"
368,7,8,"(7, (0, 2, 2, 2, 2, 3, 5))","(7, (0, 2, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
369,7,8,"(7, (0, 2, 2, 2, 2, 4, 4))","(7, (0, 2, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
370,7,8,"(7, (0, 2, 2, 2, 2, 4, 4))","(7, (0, 2, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (0, 2, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
371,7,8,"(7, (0, 2, 2, 2, 3, 3, 4))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
372,7,8,"(7, (0, 2, 2, 2, 3, 3, 4))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
373,7,8,"(7, (0, 2, 2, 2, 3, 3, 4))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
374,7,8,"(7, (0, 2, 2, 2, 3, 3, 4))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
375,7,8,"(7, (0, 2, 2, 3, 3, 3, 3))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
376,7,8,"(7, (0, 2, 2, 3, 3, 3, 3))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
377,7,8,"(7, (0, 2, 2, 3, 3, 3, 3))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (0, 2, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
378,7,8,"(7, (0, 2, 2, 3, 3, 3, 3))","(7, (0, 2, 2, 3, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (0, 2, 2, 3, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (0, 2, 2, 2, 2, 2, 2), 0, 2)"
379,7,8,"(7, (1, 1, 1, 2, 2, 3, 6))","(7, (1, 1, 1, 2, 2, 3, 6), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.133333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 1, 2, 2, 3, 6), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.133333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
380,7,8,"(7, (1, 1, 1, 2, 2, 4, 5))","(7, (1, 1, 1, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 1, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
381,7,8,"(7, (1, 1, 1, 2, 3, 3, 5))","(7, (1, 1, 1, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 1, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
382,7,8,"(7, (1, 1, 1, 2, 3, 3, 5))","(7, (1, 1, 1, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 1, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
383,7,8,"(7, (1, 1, 1, 2, 3, 4, 4))","(7, (1, 1, 1, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 1, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
384,7,8,"(7, (1, 1, 1, 2, 3, 4, 4))","(7, (1, 1, 1, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 1, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
385,7,8,"(7, (1, 1, 1, 3, 3, 3, 4))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
386,7,8,"(7, (1, 1, 1, 3, 3, 3, 4))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
387,7,8,"(7, (1, 1, 1, 3, 3, 3, 4))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 3, 3, 3, 3), 2, 2)"
388,7,8,"(7, (1, 1, 2, 2, 2, 2, 6))","(7, (1, 1, 2, 2, 2, 2, 6), (np.float64(0.0), np.float64(0.0), np.float64(0.133333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 2, 6), (np.float64(0.0), np.float64(0.0), np.float64(0.133333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
389,7,8,"(7, (1, 1, 2, 2, 2, 3, 5))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
390,7,8,"(7, (1, 1, 2, 2, 2, 3, 5))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
391,7,8,"(7, (1, 1, 2, 2, 2, 3, 5))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
392,7,8,"(7, (1, 1, 2, 2, 2, 3, 5))","(7, (1, 1, 2, 2, 2, 3, 5), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 1, 2, 2, 2, 3, 5), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
393,7,8,"(7, (1, 1, 2, 2, 2, 4, 4))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.166666666667), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.166666666667), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
394,7,8,"(7, (1, 1, 2, 2, 2, 4, 4))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
395,7,8,"(7, (1, 1, 2, 2, 2, 4, 4))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
396,7,8,"(7, (1, 1, 2, 2, 2, 4, 4))","(7, (1, 1, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 1, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
397,7,8,"(7, (1, 1, 2, 2, 2, 4, 4))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 1, 2)"
398,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
399,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
400,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
401,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
402,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
403,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
404,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
405,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
406,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 2, 1)"
407,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2, 2), 1, 2)"
408,7,8,"(7, (1, 1, 2, 2, 3, 3, 4))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(7, (1, 1, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2, 2), 3, 1)"
