dataset,seed_a,seed_b,ARI
C. elegans,2,13,0.701698272129155
C. elegans,2,14,0.6345171267606342
C. elegans,2,15,0.5704461089007606
C. elegans,2,16,0.6265363659965947
C. elegans,2,17,0.5577843399021147
C. elegans,2,18,0.6927785397873478
C. elegans,2,19,0.5632497393016138
C. elegans,3,4,0.6617785526211343
C. elegans,3,5,0.6294646336237034
C. elegans,3,6,0.5668000434070495
C. elegans,3,7,0.5865690039643211
C. elegans,3,8,0.6307028585906236
C. elegans,3,9,0.5223065909840086
C. elegans,3,10,0.5081600518860023
C. elegans,3,11,0.5024496923998012
C. elegans,3,12,0.5449176529001627
C. elegans,3,13,0.5941970810165885
C. elegans,3,14,0.5429279014517149
C. elegans,3,15,0.6055964515432571
C. elegans,3,16,0.536976082747815
C. elegans,3,17,0.5332048070153835
C. elegans,3,18,0.6025457247727732
C. elegans,3,19,0.6089843296137367
C. elegans,4,5,0.6134060641413206
C. elegans,4,6,0.5693979439741857
C. elegans,4,7,0.5588894762746778
C. elegans,4,8,0.5930581106319386
C. elegans,4,9,0.4736602324502884
C. elegans,4,10,0.5651690215921038
C. elegans,4,11,0.4115079069847431
C. elegans,4,12,0.5591918116414176
C. elegans,4,13,0.5816378719421743
C. elegans,4,14,0.596475399400369
C. elegans,4,15,0.5983569160881691
C. elegans,4,16,0.5486160171355213
C. elegans,4,17,0.5420986885613622
C. elegans,4,18,0.5884342289406082
C. elegans,4,19,0.48838830867476213
C. elegans,5,6,0.6495543214369105
C. elegans,5,7,0.6515219690414383
C. elegans,5,8,0.6984304598764549
C. elegans,5,9,0.6136593120840287
C. elegans,5,10,0.564043585859259
C. elegans,5,11,0.5492455302448838
C. elegans,5,12,0.547095854672105
C. elegans,5,13,0.6691910236423046
C. elegans,5,14,0.6205503405238605
C. elegans,5,15,0.5219150205948007
C. elegans,5,16,0.7283192837188539
C. elegans,5,17,0.5424894643304777
C. elegans,5,18,0.6713011473034775
C. elegans,5,19,0.6015520212836851
C. elegans,6,7,0.6372596462525504
C. elegans,6,8,0.6269854865552784
C. elegans,6,9,0.7255078217373849
C. elegans,6,10,0.5968047908839912
C. elegans,6,11,0.559558423894538
C. elegans,6,12,0.5735775518845792
C. elegans,6,13,0.700536405502485
C. elegans,6,14,0.6883858145404228
C. elegans,6,15,0.6399073126509213
C. elegans,6,16,0.6427183868978383
C. elegans,6,17,0.5775823965500575
C. elegans,6,18,0.7414669838528579
C. elegans,6,19,0.5433774374423742
C. elegans,7,8,0.5502334315587859
C. elegans,7,9,0.5460786244415179
C. elegans,7,10,0.6740958044235524
C. elegans,7,11,0.5761753297043847
C. elegans,7,12,0.5583838959471691
C. elegans,7,13,0.6273113538156245
C. elegans,7,14,0.5451753496362512
C. elegans,7,15,0.5668986027004175
C. elegans,7,16,0.5226268615029137
C. elegans,7,17,0.5118390478889204
C. elegans,7,18,0.5529203645958264
C. elegans,7,19,0.5981482516440321
C. elegans,8,9,0.5936420148114478
C. elegans,8,10,0.4721872887198505
C. elegans,8,11,0.5898719682137942
C. elegans,8,12,0.5100083921377672
C. elegans,8,13,0.7360939905683138
C. elegans,8,14,0.6401465351726967
C. elegans,8,15,0.5866297261170588
C. elegans,8,16,0.6358581150566281
C. elegans,8,17,0.49660564746077684
C. elegans,8,18,0.7443470338982209
C. elegans,8,19,0.55845501559927
C. elegans,9,10,0.5437022811146527
C. elegans,9,11,0.5536790439226763
C. elegans,9,12,0.5269003301278765
C. elegans,9,13,0.7075067713576726
C. elegans,9,14,0.7367600129656654
C. elegans,9,15,0.5835292045537306
C. elegans,9,16,0.6379603938955029
C. elegans,9,17,0.5007797404426546
C. elegans,9,18,0.6122807281743419
C. elegans,9,19,0.6183137085225493
C. elegans,10,11,0.4847393500614829
C. elegans,10,12,0.5108578306210092
C. elegans,10,13,0.5452188489233802
C. elegans,10,14,0.5244018304407123
C. elegans,10,15,0.5007345095493401
C. elegans,10,16,0.5366977525727659
C. elegans,10,17,0.5180021720002752
C. elegans,10,18,0.49417481551362896
C. elegans,10,19,0.5555213992277315
C. elegans,11,12,0.4725919037266919
C. elegans,11,13,0.5762355400185619
C. elegans,11,14,0.5812796761407786
C. elegans,11,15,0.5195305276777076
C. elegans,11,16,0.5393361168929439
C. elegans,11,17,0.46249794664288685
C. elegans,11,18,0.5316295213118364
C. elegans,11,19,0.6006719917933783
C. elegans,12,13,0.5319097277252371
C. elegans,12,14,0.5719058753742012
C. elegans,12,15,0.53725318637412
C. elegans,12,16,0.4951720056803526
C. elegans,12,17,0.4583821333090866
C. elegans,12,18,0.5851009758320774
C. elegans,12,19,0.46600754329266975
C. elegans,13,14,0.7543198289180049
C. elegans,13,15,0.6051079436123707
C. elegans,13,16,0.6409927056838374
C. elegans,13,17,0.588274830297881
C. elegans,13,18,0.6858141329394484
C. elegans,13,19,0.6177353803867628
C. elegans,14,15,0.6418848683260582
C. elegans,14,16,0.6508964041492132
C. elegans,14,17,0.5412404873931809
C. elegans,14,18,0.6298173299070877
C. elegans,14,19,0.5868654423796857
C. elegans,15,16,0.527404240011038
C. elegans,15,17,0.5131754428090014
C. elegans,15,18,0.6050239228053638
C. elegans,15,19,0.4987344974153918
C. elegans,16,17,0.5451308578236819
C. elegans,16,18,0.6167093632738108
C. elegans,16,19,0.6058795175107675
C. elegans,17,18,0.5087932339426082
C. elegans,17,19,0.5323266935950554
C. elegans,18,19,0.5223620686175025
